event_id,prog_id,event_name,event_class,event_date,country,team_finish,relay_athletes,women,men,matched_individual_slots,individual_top2_slots,individual_top3_slots,avg_individual_country_rank,matched_prior_365_slots,prior_365_top2_slots,prior_365_top3_slots,avg_prior_365_country_rank,avg_prior_365_form_score,medal_team,all_individual_top2,all_individual_top3,all_prior_365_top2,all_prior_365_top3
194939,674783,2025 Europe Triathlon Sprint and Relay Championships Melilla,World Championship Level,2025-07-19,Poland,5,Joanna Woźniak | Kuba Gajda | Maciej Bruzdziak | Paulina Klimas,2,2,3,3,3,1.3333333333333333,4,2,3,3.75,0.6715122757177348,False,False,False,False,False
194939,674783,2025 Europe Triathlon Sprint and Relay Championships Melilla,World Championship Level,2025-07-19,France,6,Candice Denizot | Jules Rethoret | Mathilde Gautier | Nils Serre Gehri,2,2,4,4,4,1.5,4,1,2,9.0,0.8094580137873187,False,True,True,False,False
194939,674783,2025 Europe Triathlon Sprint and Relay Championships Melilla,World Championship Level,2025-07-19,Great Britain,7,Isabella Hayes | Jack Stanton-Stock | Jessica Fullagar | Oliver Conway,2,2,3,3,3,1.3333333333333333,4,0,1,17.25,0.6465139606443151,False,False,False,False,False
194939,674783,2025 Europe Triathlon Sprint and Relay Championships Melilla,World Championship Level,2025-07-19,Israel,8,Adar Haya Kurant | Aviv Levi | Itamar Levanon | Shachar Sagiv,2,2,1,1,1,1.0,3,3,3,1.3333333333333333,0.5480947357014228,False,False,False,False,False
194939,674783,2025 Europe Triathlon Sprint and Relay Championships Melilla,World Championship Level,2025-07-19,Austria,9,Carina Reicht | Lukas Pertl | Peter Luftensteiner | Tabea Huys,2,2,3,3,3,1.3333333333333333,4,3,4,1.75,0.6621988315988041,False,False,False,False,True
194939,674783,2025 Europe Triathlon Sprint and Relay Championships Melilla,World Championship Level,2025-07-19,Spain,10,Alejandra Seguí Soria | Esteban Basanta Fouz | Izan Edo Aguilar | María Casals Mojica,2,2,4,3,4,2.0,4,0,0,9.25,0.667408177568856,False,False,True,False,False
194939,674783,2025 Europe Triathlon Sprint and Relay Championships Melilla,World Championship Level,2025-07-19,Slovakia,12,Alex Mandak | Peter Rojtas | Romana Gajdošová | Zuzana Michalickova,2,2,3,3,3,1.3333333333333333,3,2,2,2.3333333333333335,0.4443235158030832,False,False,False,False,False
194939,674783,2025 Europe Triathlon Sprint and Relay Championships Melilla,World Championship Level,2025-07-19,Czech Republic,13,Dana Prikrylova | Filip Michalek | Heidi Juránková | Tomas Zikmund,2,2,4,3,4,1.75,4,1,1,4.0,0.5286066556024285,False,False,True,False,False
194194,674215,2025 World Triathlon Mixed Relay Championships Hamburg,World Championship Level,2025-07-12,Australia,1,Emma Jeffcoat | Luke Willian | Matthew Hauser | Sophie Linn,2,2,4,4,4,1.5,4,0,1,6.75,0.747995568232025,True,True,True,False,False
194194,674215,2025 World Triathlon Mixed Relay Championships Hamburg,World Championship Level,2025-07-12,France,2,Cassandre Beaugrand | Dorian Coninx | Leonie Periault | Yanis Seguin,2,2,4,4,4,1.5,4,1,1,10.5,0.8078256785154152,True,True,True,False,False
194194,674215,2025 World Triathlon Mixed Relay Championships Hamburg,World Championship Level,2025-07-12,Germany,3,Henry Graf | Lasse Nygaard Priester | Lisa Tertsch | Tanja Neubert,2,2,4,4,4,1.5,4,2,2,4.0,0.8705001115438151,True,True,True,False,False
194194,674215,2025 World Triathlon Mixed Relay Championships Hamburg,World Championship Level,2025-07-12,Great Britain,4,Beth Potter | Connor Bentley | Michael Gar | Olivia Mathias,2,2,3,2,2,2.6666666666666665,4,0,1,8.25,0.8123378304533648,False,False,False,False,False
194194,674215,2025 World Triathlon Mixed Relay Championships Hamburg,World Championship Level,2025-07-12,Switzerland,5,Adrien Briffod | Alissa Konig | Cathia Schär | Simon Westermann,2,2,4,4,4,1.5,4,1,2,5.25,0.6185955265094576,False,True,True,False,False
194194,674215,2025 World Triathlon Mixed Relay Championships Hamburg,World Championship Level,2025-07-12,Hungary,6,Csongor Lehmann | Fanni Szalai | Márk Dévay | Márta Kropkó,2,2,2,2,2,1.5,3,2,2,3.0,0.743392274258243,False,False,False,False,False
194194,674215,2025 World Triathlon Mixed Relay Championships Hamburg,World Championship Level,2025-07-12,Canada,7,Charles Paquet | Emy Legault | Sophia Howell | Tyler Mislawchuk,2,2,4,3,4,1.75,4,0,0,11.75,0.6447000143667937,False,False,True,False,False
194194,674215,2025 World Triathlon Mixed Relay Championships Hamburg,World Championship Level,2025-07-12,United States,8,Chase McQueen | Erika Ackerlund | John Reed | Taylor Spivey,2,2,4,4,4,1.5,4,0,0,10.75,0.6795051586536012,False,True,True,False,False
194194,674215,2025 World Triathlon Mixed Relay Championships Hamburg,World Championship Level,2025-07-12,New Zealand,9,Brea Roderick | Eva Goodisson | Saxon Morgan | Tayler Reid,2,2,4,4,4,1.5,4,0,1,6.25,0.5866980464208598,False,True,True,False,False
194194,674215,2025 World Triathlon Mixed Relay Championships Hamburg,World Championship Level,2025-07-12,Spain,10,Anna Godoy Contreras | David Cantero Del Campo | Miriam Casillas García | Roberto Sanchez Mantecon,2,2,4,4,4,1.5,4,0,0,12.0,0.6464606347775951,False,True,True,False,False
194194,674215,2025 World Triathlon Mixed Relay Championships Hamburg,World Championship Level,2025-07-12,Portugal,11,Madalena Amaral Almeida | Maria Tomé | Ricardo Batista | Vasco Vilaca,2,2,3,3,3,1.3333333333333333,4,2,4,2.0,0.7098076424035222,False,False,False,False,True
194194,674215,2025 World Triathlon Mixed Relay Championships Hamburg,World Championship Level,2025-07-12,Netherlands,12,Barbara De Koning | Gjalt Panjer | Ian Pennekamp | Robin Dreijling,2,2,0,0,0,,4,1,1,4.25,0.6205579520290029,False,False,False,False,False
194194,674215,2025 World Triathlon Mixed Relay Championships Hamburg,World Championship Level,2025-07-12,Brazil,13,Djenyfer Arnold | Manoel Messias | Miguel Hidalgo | Vittoria Lopes,2,2,3,3,3,1.3333333333333333,4,2,4,2.25,0.7014500709592664,False,False,False,False,True
194194,674215,2025 World Triathlon Mixed Relay Championships Hamburg,World Championship Level,2025-07-12,Japan,14,Kenji Nener | Manami Hayashi | Ren Sato | Yuko Takahashi,2,2,4,4,4,1.5,4,1,1,15.75,0.5791850597353903,False,True,True,False,False
194194,674215,2025 World Triathlon Mixed Relay Championships Hamburg,World Championship Level,2025-07-12,Italy,15,Alessio Crociani | Bianca Seregni | Carlotta Missaglia | Euan De Nigro,2,2,3,3,3,1.3333333333333333,4,1,1,8.0,0.7066998914502661,False,False,False,False,False
